3171.1,-421.35,1320.3,2438.4,434.13,-16.142,3099.8,-165.25,-2307.2,356.26,2987.8,-680.01,-2737,571.63,-411.37,2719.1,-1068.3,-1017.4,-1057.9,1963.4,1087.3,-3495,1512,-575.32,-2073.5,-589.35,-1550.5,2090.3,-370.19,-126.35,724.2,2033.1,-936.28,-1908.4,220.32,-2302.4,-2085.6,405.22,-3109.9,636.74,-558.27,2104.6,-570.99,-1206.4,553.58,-2694.7,-913.03,-1239.1,2551.6,-543.75,1580,71.956,-1906.1,-1515.8,1682.4,88.026,1949.8,-247.76,-613.11,2630.7,496.39,362.11,-2521.5,186.94,610.03,-1645.8,-911.67,-164.08,837.01,211.75,-444.56,1576.5,-471.62,1453.6,-2440.1,449.09,1389.4,2619.9,-1176.7,-2041,7.9123,1705.6,-3114.4,-1935.2,771.41,1019,-2429.3,-692.54,-1143.9,-1662.8,-80.519,1724.8,1965.3,-1964.5,2094.4,-41.236,-794.43,1363.3,-2311.2,-1984.3,2445.1,-2813.6,1973.9,-702.64,-1246.6,1681.4,-1899.4,721.55,-408.78,201.76,-1489.8,1544.8,-381.08,-338.25,-156.18,948.99,-3157.7,2724.6,1886.9,3698.1,-631.24,248.98,1621.3,23.019,1188.8,1063.9,1190.3,2043.3,2014.7,-1434.3,434.11,-219.73,-529.39,1570.8,1835.7,-293,-2305.6,-2298.4,671.79,-752.67,2484.9,489.46,674.66,-1173.4,-920.37,880.7,-1395.3,115.28,37.563,-602.5,-1634.4,-100.5,167.8,865.6,-628.29,-174.13,2502.6,-1086.8,579.21,2226.2,2002.2,927.74,-598.84,853.05,-1689.2,-3210.5,239,636.04,860.83,-1159.5,978.53,-847.6,689.75,-1132.8,-178.13,-2338.1,-1253,492,-2275.9,185.85,530.87,-2815.2,975.44,-44.386,-966.56,796.73,63.006,-2526.7,2251.1,-466.32,2258,-1905.3,471.73,321.66,-575.04,2404.7,1529.3,-2228.5,27.078,1890.1
-421.35,2170.3,1929.3,-2130,2136.6,-604.32,-1231,693.16,-1121.9,-1439.5,-790.39,682.43,1290.4,-1978.4,1058.6,104.73,1603,-266.3,-2447.6,-916.74,858.77,783.1,-1024.6,-1339.1,1150.8,911.32,1137.2,352.5,946.15,619.12,-1803,-760.41,1492.9,1320.6,674.34,928.91,-1206.3,2028.6,746.51,1101.7,138.93,1044.4,1008.6,1501.9,-1662.9,1267.4,-1089.3,-105.6,-68.776,-1006.2,1931.6,-1933.3,1385.9,523.3,-294.52,579.68,-660.69,2694.3,-1677.9,-287.45,2265.2,2811.8,1529.8,-64.168,-2482.5,1369.1,1251.7,-517.84,1579.4,-1978.8,2016.7,-955.59,511.76,-287.06,-753.35,-839.25,2119.3,321.52,1265.5,-875.51,-2823.1,1287,406.53,-630.19,-1050.4,-2012.3,-43.289,1204.5,-323.1,-320.53,464.47,1296.8,-1750.9,449.47,481.98,-1812.8,-2007.7,1877.5,911.97,-265.24,-47.04,449.63,1208,1446.4,-784.23,-1027.8,1173.2,-1913.1,-359.24,2205.1,346.05,1147.1,37.48,-3210.4,1951.4,-1663.1,179,442.51,-1226.2,-1359.3,-1541.3,477.81,-138.37,-284.73,548.58,-290.38,2085.3,701.33,-2112.3,1484.7,-2156.4,-931.64,-1351.6,-2579.2,471.07,-2100.1,1815,454.57,-470.62,396.29,915.83,669.65,2734,-91.007,580.32,452.4,-1096.4,2317.1,-1629.1,-1049.4,477.11,1874.2,-1040.4,2642.9,-1961.7,-492.58,-1622.8,1285,172.18,302.63,-91.589,-2124.4,-710.49,-2852.3,-86.195,57.6,2241.8,2571,-1387.2,539.95,-1136.9,-227.58,-1575.4,324.47,-1668,-521.43,-2195.7,3024.3,-339.45,-2677.3,-1128.9,632.27,1005.1,-1301.3,-2273.4,2402.6,1291.3,345.77,-405.69,-2083.3,758.13,-1274.7,-658.48,-1156.1,-169.71,423.6,170.83,-159.86,-988.92,334.18
1320.3,1929.3,2643.8,-809.14,2368.8,-577.49,472.81,547.49,-2332.3,-1231.8,881.07,247.07,-244.61,-1701.3,793.08,1547.6,1005.8,-813.78,-2993.3,189.8,1435.5,-1105.1,-167.89,-1608.6,11.762,590.41,303.37,1517.7,760.2,563.69,-1384.5,311.87,1016.4,248.85,762.06,-300.07,-2293.5,2266,-948.88,1431.7,-147.42,2232.7,729.31,797.14,-1293.8,-233.59,-1554.2,-746.03,1294.2,-1339.3,2754.9,-1832.5,344.11,-273.05,591.67,664.32,454.9,2546.6,-1967.3,1170.8,2573.9,3033.3,124.26,-16.033,-2171.2,402.42,769.4,-636.87,2020,-1808.4,1740.1,-62.147,230.18,542.96,-2075.7,-568,2871.3,1781.8,653.17,-2013.5,-2814.2,2217,-1343.8,-1747.8,-596.7,-1481.3,-1373.7,775.61,-1004.6,-1225.1,415.17,2200.1,-677.22,-673.58,1614.6,-1794,-2390.1,2644.8,-324.65,-1354,1259.4,-1067.5,2234.5,1044.7,-1489.9,-128.78,130.28,-1522.6,-537.45,2284.3,-427.99,1979.7,-145.97,-3427,1878.2,-1148.7,-1563.3,1903.3,-153.86,647.42,-1876.3,560.44,713.4,-248.96,1160.6,259.95,2774.8,1805.7,-1035.2,632.63,-1906.7,-1017.6,-1599.8,-1737,1528.8,-2194.6,546.13,-824.99,-83.955,-47.052,2228.8,905.96,3114.1,-711.73,51.309,921.26,-1824.1,2324,-1589.4,-1403.7,-390.11,1752.9,-934.75,3087.4,-2246.9,-550.39,-268.47,635.6,439.91,1530.3,1054.6,-1621.4,-1077.4,-2397.5,-975.88,-1680.4,2340,2938.3,-885.44,-136.68,-608.13,-702.75,-1186.3,-269.5,-1720,-1823.7,-2872.9,3317,-1600.4,-2553.3,-821.25,-913.27,1581.3,-1349,-2827.1,2859,1283.7,-1017,886.7,-2275.3,1967.1,-2331.3,-448.52,-999.05,-448.81,1704.4,1038.1,-1364.5,-938.2,1338.8
2438.4,-2130,-809.14,4041.5,-1652.9,-254.43,3142.5,495.91,-1692.6,1341.2,1962.7,342.29,-2245,3133.2,-367.55,2796.6,-1976.2,-650.64,879.95,1484.5,325.11,-3698,1344.5,-147.36,-2419.5,-1317.9,-2492.9,587.49,-1553.3,-1004.2,1724.3,3057,-2913.5,-1936.5,256.32,-3182.3,-1505.7,-2056,-2986.1,-212.03,-959.97,-433.42,-2133.6,-1237.5,456.81,-2445.5,-375.03,-1615.1,2578.4,1427.4,154.33,498.3,-2663.3,-2306.7,2229.1,-1348.9,842.94,-2489.7,136.95,1645.5,-2716.1,-3021.6,-2596.6,1444,3342.8,-912.3,-2213.1,1066,-564.39,796,-1478.5,1288.4,-271.95,466.26,-1232.1,526.16,-934.73,858.1,-2758.2,-52.435,2633.9,-21.987,-1444.4,653.48,809.42,3260.2,-1586.6,-480.51,821.22,-947.1,-383.97,850.85,3079.5,-657.33,1269.3,767.31,192.14,-1393.5,-3105.4,-1026.3,2446,-2871.6,1413.2,-1467.8,453.64,2633,-2338.2,2444.4,-987.45,-1273.6,-2305.1,220.86,-878.91,3611.5,-2275.8,2370.2,-1987.2,2125.6,1556.2,4243.1,819.67,947.82,2058.7,-248.03,1167.4,1743.2,-2102.5,1023.9,4011,-853.37,2104,-43.84,-16.509,3971.4,-443.48,308.39,-3147.6,-1495.7,470.71,-166.19,1887.5,412.65,-2450.5,-1208.1,-598.07,460.77,-720.69,-864.14,1158.9,1174.2,-2202.7,-346.58,798.89,-1306.5,113.74,-513.13,3635.2,-713.63,1366.7,1004.4,281.89,2797.3,1187.3,3624.8,-1871.4,-2676.9,-1252.3,-2511.5,1219.5,-334.4,1922.6,-94.809,1725.4,-1686.9,437.41,-558.58,1075,-3142.9,-859.6,2201.9,1056.2,-2408.5,-1297.7,1770.5,2118.7,-2265.7,-232.37,-2513,525.01,235.51,1415.6,257.51,2074.6,1776.6,-1054.2,2040.3,168.63,-1708,141.34,1648.6
434.13,2136.6,2368.8,-1652.9,2355.7,-494.88,-436.42,458.85,-1593,-1373.9,121.14,274.98,470.46,-2088.1,840.62,656.99,1353.5,-517.7,-2737.2,-306.7,1127.4,-14.346,-554.1,-1383.2,638.8,811.38,845.11,1026.4,970.38,678.25,-1619.8,-423.95,1476.1,766.92,636.57,489.82,-1614.3,2321.7,-23.538,1261.8,76.305,1827,1051.1,1077,-1335,502.79,-1254,-289.29,477.09,-1359.6,2299.9,-1770.6,956.15,282.47,-0.85474,789.43,29.607,2732.3,-1748.6,482.71,2685.5,3170.9,829.91,-242.95,-2556.4,728.65,1146.7,-713.84,1826,-1809.5,1874.3,-457.68,316.3,232.88,-1402.1,-660.31,2586.5,1158.2,1152.8,-1565.5,-2966.3,1810.8,-603.01,-1434,-771.44,-1965.3,-706.3,879.54,-882.15,-765.63,448.06,1670.3,-1330.3,-255.29,1019.9,-1756.8,-2121.3,2445,457.6,-828.63,478.4,-190.31,1588.5,1267.1,-1264.1,-722.12,712.42,-1847.7,-300.53,2257.5,135.67,1580.5,41.583,-3620.3,2072.8,-1524.1,-723.53,1078.5,-623.13,-512.96,-1757.7,349.78,143.87,-198.1,741.68,-152.56,2688.3,1237.9,-1798.1,903.29,-2114.3,-902,-1399.8,-2378,1216.5,-2027.1,1266,-231.03,-237.01,84.966,1445.6,709.94,3121.8,-323.73,259.53,662.73,-1387.3,2249.1,-1633.8,-1375.3,176.46,1679.9,-997.57,2910.7,-2001.3,-411.58,-1106.1,838.01,133.86,960.83,654.15,-2017.1,-1076.6,-2838.7,-402.64,-727.66,2300.8,2973.5,-1107.7,82.578,-966.77,-516.72,-1432.3,145.58,-1623.2,-1278,-2626.2,3431.4,-1038.6,-2689.9,-979.56,-112.64,1504.4,-1486.2,-2770.1,2843.5,1208.2,-233.98,430.46,-2067.1,1301.9,-1921,-770.01,-1215.3,-186.21,951.51,720.88,-708.75,-889.07,740.89
-16.142,-604.32,-577.49,-254.43,-494.88,1094.2,145.82,-1640.5,1801,544.34,909.57,-1826.8,-1039.3,-754.19,-1261.9,-1485.7,-525.91,376.89,1373.2,886.82,-711.78,822.46,859.93,1515.8,-145.16,-49.456,354.28,392.47,354.15,304.12,836.46,-1173.6,854.82,-830.97,-1035.7,900.29,1852.6,114.94,297.48,-720.3,560.77,725.68,823.96,-1390.7,2058.8,-734.16,1208.3,1166.5,-1117.6,-808.25,-1552.9,2004.4,-34.927,965.87,-1048.6,934.75,1315.6,-730.23,1590.6,361.74,670.73,217.64,-767.85,-1524.4,-313.56,-1939.2,343.25,-730.21,-774.54,1808.8,-1207.3,885.21,-700.19,906.01,656.8,808.52,-624.53,503.1,786.74,-311.57,543.82,-392.88,-1125,-1412.3,986.27,-527.51,156.43,-1528.9,-1426.9,323.29,-208.44,-1449.1,56.586,-1271.9,-601.72,1434.3,1823.2,231.51,823,104.94,-1065.6,773.44,-1826.3,-660.68,-448.82,-570.55,-143.02,106.91,1363.8,-1219.6,1217.3,-622.93,729.2,-389.77,61.116,37.369,-198.73,-1114,1151.2,-570.03,569.48,-1592.4,-1094.1,693.82,-1246.2,-929.47,686.03,-632.35,-558.99,-2004.4,625.15,1118.6,1408.2,-227.25,1293.4,2180.7,-315.4,-513.24,555.94,-886.67,-1631.2,-1016.8,-137.19,703.3,-732.54,-494.21,1274.4,-1928.3,776.33,-488.17,811.77,-2132,532.71,-1259.7,1982.1,1141.1,-383.61,-1648.9,-1448.2,55.603,1283,112.92,-949.08,15.188,1113.5,757.61,-1265.9,123.2,1001.3,-1178.2,-92.824,-220.13,508.6,764.9,1539.8,-388.9,657.77,180.95,-217.83,1008.3,610.38,-30.121,976.88,-459.2,-289.62,168.64,-1377.1,691.65,1590.1,2116.7,-1020.9,-57.804,-1289.6,-383.61,1069.5,-1225.9,718.64,608.23,1155.2,-1019.4
3099.8,-1231,472.81,3142.5,-436.42,145.82,3351.9,-306,-1811.7,875.51,3007.8,-761.65,-2971.2,1398.4,-713.06,2583.7,-1601.1,-859.2,-81.667,2116.5,707.67,-3610.6,1746.4,-102.31,-2373,-913.42,-1924.8,1752.8,-757.64,-394.57,1340.7,2280.7,-1543.9,-2235.8,9.2752,-2576.5,-1576.7,-467.23,-3198.6,193.06,-616.51,1455.5,-1005.9,-1618.1,1028.5,-2947.1,-491.71,-1192.5,2471,-24.646,789.18,699.45,-2323.8,-1689.7,1756.2,-230.84,1964.8,-1275.5,-4.2288,2516.1,-524.36,-836.35,-2892.3,320.17,1605.4,-1925.3,-1381.6,119.19,186.15,862.64,-1141.1,1775.6,-589.08,1386.6,-1994.3,694.06,462.39,2245.2,-1667,-1498.9,1121.4,1077.1,-2950.1,-1414.4,1063.8,1806.9,-2235.5,-1011,-809.09,-1428.1,-248.06,1174.9,2526,-1895.2,1782.6,591.04,-54.825,469.43,-2571.4,-1729.9,2359.9,-2841.4,1471.1,-1188.9,-792.55,2017.8,-2222,1441.4,-338.3,-621.24,-1613.1,1004.5,-424.86,1035.1,-949.38,1554.2,-2970.4,2420.9,2151.6,4013.6,4.4013,160.65,1639.5,82.836,971.12,1174.6,188.44,1648.1,2768.7,-1772.3,1234.7,90.306,-46.184,2524.2,1397.4,417.15,-2846.2,-2265.7,768.51,-786.12,2046.8,258,-487.95,-1101,-1028.6,666.45,-938.89,-690.39,640.81,-86.534,-1767.9,-691.53,539.03,-185.09,66.949,-49.455,3004,-1398.2,579.13,1925.6,1782.5,1717.7,-185.42,1954.9,-1611.4,-3045.5,-598.24,-477.42,1283.1,-1197.1,1376.2,-670.9,1241.7,-1238.9,397.03,-1911.9,-307.91,-800.82,-1942.7,1188.8,904.01,-2853.7,410.04,529.22,63.533,-263.73,-361.72,-2527.5,2116.4,255.48,1853.7,-1230.2,807.87,801.33,-545.93,2142.4,1283.7,-2038.5,338.54,1688
-165.25,693.16,547.49,495.91,458.85,-1640.5,-306,2500.2,-2503.5,-690.96,-1558.2,2835.1,1676,1407.5,1875.5,2111.4,696.43,-477.59,-1749.9,-1425.5,920.49,-1126.1,-1333.6,-2161,236.5,2.1583,-588.4,-827.49,-654.79,-551.31,-1130.7,1790,-1471.8,1279.7,1522.1,-1361.1,-2590.6,-483.91,-325.02,936.48,-857.31,-1445.8,-1386.9,2080.8,-3060.2,1195.8,-1684.1,-1724.6,1568.9,1449.3,2061.2,-2900.5,18.455,-1471.4,1558.4,-1555.3,-2133.7,807.41,-2230.1,-735.55,-1397.5,-747.34,1200.2,2392.1,778.89,2995.4,-636.28,1231.5,942.13,-2597.5,1664.1,-1387.7,1070.3,-1500.5,-741.64,-1195,590.58,-1038.8,-1315.4,767.3,-477.5,313.12,1958.6,2457.3,-1471.5,1020.6,-50.213,2297.8,2377.4,-335.45,272.48,1971.7,-7.1769,2094.2,719.27,-2010.7,-2537.7,-721.89,-1236.5,25.838,1492.3,-1057.5,2557.2,900.65,908.86,904.63,216.36,32.352,-2067.3,1607.7,-1845.9,706.21,-1123.5,1069.8,-345.25,90.506,535.4,1481.1,-1794.6,790.56,-640.1,2420.8,1613.6,-1056.4,1794.3,1418.4,-1451.7,741.89,1005.7,3065.5,-728.25,-1619.5,-1994.2,580.99,-2241.8,-3127.6,433.17,926.25,-864.66,1400.5,2249.7,1471.7,-202.99,-1003.2,1146.6,648.5,-1749.9,2713.8,-1006.2,956.07,-1213.8,3110,-712.13,1560.2,-2807.4,-1717.8,626.14,2506,2209.6,-301.48,-2163.1,35.14,1635.2,292.14,-1609,-949.05,1672.6,-587.83,-1457.3,1871.4,222.45,443.22,-642.8,-1158.9,-2186.2,864.53,-642.68,-728.37,566.2,-1242,-850.85,182.72,-1748,900.76,836.03,-649.27,1988.1,-937.23,-2623.7,-3015.6,1328.7,410.82,2080.2,733.81,-1616.4,1684.6,-1273.2,-761.48,-1688.7,1411.9
-2307.2,-1121.9,-2332.3,-1692.6,-1593,1801,-1811.7,-2503.5,4706,901.22,-691.38,-2392.7,184.23,-1074.1,-1840.9,-4296.8,-378.29,1395.4,3452.6,76.672,-2095.1,3666.7,402.75,3032,1058.9,145.43,1417.2,-1071.3,576.68,398.86,1151.2,-3100.8,1617.5,-134.12,-1882.7,2851.2,4637.6,-631.23,2600.2,-1828.6,1226.3,-752.88,1415.9,-1544.9,3075.6,615.16,2764.1,2705,-3577,-554.78,-3989.4,3422.5,1040.4,2458,-2764,1191.9,666.32,-1569.8,3255.3,-1367,74.396,-637.61,370.02,-2408.4,-319.24,-2003.4,892.27,-843.21,-2178,3035.7,-1969.7,375.12,-819.79,334.56,3003.1,1080.3,-2501.5,-1296.6,1752.3,1282.8,1501.4,-2187.8,556.65,-505.61,1155.8,-1062.7,2071.4,-2065.3,-1197.9,1813.4,-365.53,-3786.8,-963.79,-538.45,-2595.5,2624.6,3820.6,-1140.2,2746.2,1714.3,-3424,3163.6,-4517.1,-816.04,458.44,-1866.7,926.51,87.891,2440.3,-2520.3,2859.3,-2376.7,1371.7,458.74,-269.99,-248.7,2032.9,-3827.2,607.12,-3302.3,1707.1,-2689.6,-2824.2,1094.3,-2895.4,-2120.8,-379.81,-2656.5,-1833.9,-2288.1,1140.2,2071.9,2840.5,-888.33,441.51,4002.4,815.77,848.42,444.93,-858.77,-4537.6,-2055.2,-1384.5,1959.6,-546.94,-1513.2,3227.6,-3544.2,1535.9,-19.753,2328.5,-3578.1,928.93,-3187.2,3923,1964,-2058.6,-1967.8,-2646.9,-1665.6,439,-6.4376,-796.26,81.712,2959.7,3534.3,-2626.6,-925.34,1194.6,-1024.9,-595.05,364.61,631.08,1919.2,2851.1,1304.1,2466.8,-842.03,1468.9,2028.3,793.91,1916.7,483.44,-334.27,851.48,-936.72,-2426.9,2851.1,788.73,4032.7,-3414,1659.6,-2124.4,-531.9,2078.2,-3749.3,-114.81,2626.3,1955.2,-3030.8
356.26,-1439.5,-1231.8,1341.2,-1373.9,544.34,875.51,-690.96,901.22,978.82,723.93,-730.45,-1042.6,1109.6,-862.29,-214.5,-1099.6,191.13,1684.2,765.17,-604.68,-459.13,812.54,1043.6,-793.46,-584.55,-688.91,-86.764,-534.53,-334.46,1260,343.33,-807.55,-1001.6,-570.8,-498.11,968.18,-1211.3,-508.12,-769.17,-13.086,-457.03,-504.21,-1179.7,1364.2,-978.5,830.98,211.73,-54.824,470.3,-1380.4,1505.9,-914.62,-214.21,66.887,-202.89,676.38,-1774.8,1261.8,317.35,-1264.7,-1676.1,-1139.1,-197.46,1489.6,-1199.7,-740.64,195.75,-1064.2,1507,-1441.8,776.39,-439.74,366.58,488.94,657.09,-1353.5,-33.393,-686.69,422,1815.6,-796.58,-526.91,99.6,824.98,1180.6,-25.269,-1003.1,-65.598,195.38,-320.05,-970.25,1143.6,-540.06,-324.38,1337.5,1495,-1069.6,-500.33,116.53,-63.282,-241.04,-968.22,-1013.8,369.17,591.73,-801.56,1210.8,424.74,-1539,-64.81,-752.84,81.352,1892.9,-1190.7,1053.9,-241.27,-361.97,994.09,858.8,1014,-538.35,-38.048,285.68,-496.7,63.528,-1130.1,-465.37,1268.2,-1274.2,1433,741.83,1035.4,1592.8,-23.959,1624.4,-1235.1,-432.93,397.89,-407.8,-741.94,-556.56,-1675.3,130.81,-501.31,-327.91,830.4,-1723,1121.5,545.59,-214.35,-1490.9,726.48,-1792.4,1497.3,478.26,1011.9,-1084.2,-317.7,-105.76,324.25,1347.8,264.91,1775.8,177.03,-16.099,-1567.6,-1535.1,1035.8,-555.09,711.99,77.323,1066.5,-112.46,1261.1,183.32,1409.4,-1808.2,101.13,1805.5,804.56,-481.11,-428.76,722.05,1315.2,-1419.6,-1008.3,-181.36,573.41,1598.4,-555.23,710.95,212.79,656.73,256.46,-378.35,58.56,124.41,790.52,-307
